"spa-30-00892861-n", "clase", "7", "Enseñando dando un discurso sobre algún tema (normalmente a una clase).", "n", "spa", "NULL", "------",
"spa-30-00893955-n", "formación", "1", "Actividad que lleva a comportamiento habilidoso.", "n", "spa", "Femenino", "------",
"spa-30-00894552-n", "práctica", "2", "Entrenamiento sistemático por múltiples repeticiones.", "n", "spa", "Femenino", "------",
"spa-30-00908492-n", "creación", "2", "La acción humana de crear.", "n", "spa", "Femenino", "------",
"spa-30-00909471-n", "punto", "17", "Creando ropa tejida.", "n", "spa", "NULL", "------",
"spa-30-00911048-n", "construcción", "4", "Acto de construir o edificar algo.", "n", "spa", "Femenino", "------",
"spa-30-00912001-n", "construcción", "8", "La acción de construir algo (como una máquina).", "n", "spa", "Femenino", "------",
"spa-30-00913705-n", "producción", "3", " (economía ) fabricación o minería o cultivo de algo (generalmente en grandes cantidades) para su venta .", "n", "spa", "Femenino", "------",
"spa-30-00914795-n", "capacidad", "12", "Máxima producción posible.", "n", "spa", "NULL", "------",
"spa-30-00923444-n", "industria", "2", "La acción organizada de fabricar bienes y servicios para su venta.", "n", "spa", "Femenino", "------",
"spa-30-00925207-n", "formación", "7", "La acción de crear algo en una forma específica.", "n", "spa", "Femenino", "------",
"spa-30-00933420-n", "arte", "1", "La creación de cosas hermosas o significativas.", "n", "spa", "Masculino", "------",
"spa-30-00947128-n", "uso", "3", "El acto de usar.", "n", "spa", "Masculino", "------",
"spa-30-00947596-n", "obra", "8", "Utilización o ejercicio.", "n", "spa", "NULL", "------",
